popularity,carCommentVolum,newsReplyVolum,all_body_Month_carVolum,all_body_Month_newVolum,body_Month_carVolum,body_Month_newVolum,base_all_body_car,base_all_body_New,base_body_car,base_body_new,all_body_except,body_except,all_province_month,province_month,all_province_popularity,province_popularity,all_province_all_body_attention,all_province_body_attention,province_all_body_attention,province_body_attention,all_bodyType_all_province_Month_label,all_bodyType_province_Month_label,bodyType_all_province_Month_label,bodyType_province_Month_label,month_model_weight,province_model_weight,bodyType_model_weight,province_bodyType_model_weight,regDate,bodyType
518.5999314155849,78.78514720033871,605.6407890409575,5637.852844289479,24394.771303902944,1969.6286800084677,15141.019726023937,0.003474962407044385,0.005930090816069958,0.009999999999999992,0.010000000000000009,0.0039651193403715404,0.010000000000000005,649758.3606666999,29534.470939395447,0.00019897988840140166,0.004445519567977398,0.0017034867852784396,0.004119487343946718,0.0042385715945674855,0.006668348595618883,178863.627752079,8130.164897821774,69457.06727976102,3157.1394218073183,0.00017655081500324838,0.003931760822943182,0.0004545454545454547,0.009999999999999998,2018-01-01,SUV
633.6383665785686,92.3019019796199,746.0368089982724,6550.281992250921,32586.03414192844,2307.5475494904977,18650.920224956808,0.0034969668013804245,0.005592410147476168,0.009999999999999957,0.00999999999999993,0.003921555525409506,0.010000000000000005,835047.0134905513,37956.68243138869,0.0001898981179572339,0.004261725532366371,0.0016802063055126716,0.0041140170783325655,0.004108145307443066,0.0065578518381214975,103220.80474135127,4691.854760970513,33457.731059320235,1520.8059572418288,0.00014731574603509847,0.0033294173632296776,0.0004545454545454544,0.010000000000000004,2018-02-01,SUV
302.78010862509154,72.88691606550661,419.18875774957655,5561.756845916644,17425.73413229778,1822.1729016376655,10479.718943739414,0.0020404151701507306,0.003638943523500922,0.006249999999999996,0.006249999999999978,0.002356357058391127,0.006250000000000009,447029.910333739,20319.541378806316,0.00010601146858232597,0.002433738727872294,0.0010038601089189666,0.0025629906066163464,0.0023877313202469884,0.0039542492731638665,99398.77721227985,4518.126236921811,31823.182729699027,1446.5083058954103,9.09568221498267e-05,0.0020356433417639225,0.00028409090909090924,0.006250000000000002,2018-03-01,SUV
187.07679717052682,42.96143617240651,290.64989244005585,2905.355402477624,12427.618462725648,1074.0359043101628,7266.247311001395,0.001604942025913283,0.0024962896119022204,0.004375,0.0043749999999999935,0.0017865590757540832,0.004375000000000003,283865.8230655933,12902.991957526969,7.219614236951017e-05,0.001674443878567346,0.0007553177436946337,0.0017927770282875558,0.0017018952570046707,0.0027496174767544916,67163.8996654629,3052.9045302483137,22098.143658843248,1004.4610754019659,6.54346938846234e-05,0.0014651087298840168,0.00019886363636363645,0.004375000000000002,2018-04-01,SUV
573.6398641060227,17.298840927850684,443.7519863900079,5637.852844289479,24394.771303902944,86.49420463925341,2218.7599319500396,0.0007647215951882742,0.0046743756726066905,0.05000000000000005,0.04999999999999996,0.0015096634391077563,0.050000000000000176,649758.3606666999,29534.470939395447,0.00021973463085281928,0.0047224725567768765,0.0007355983136037956,0.020133495416217874,0.0034351056334662802,0.02285926969553946,178863.627752079,8130.164897821774,20396.036262156886,927.0925573707677,0.0002590039946027976,0.005592137664098412,0.0022727272727272726,0.049999999999999975,2018-01-01,MPV
701.9152183462642,25.92398312380491,308.16393624669416,6550.281992250921,32586.03414192844,129.61991561902457,1540.8196812334706,0.0009915249830029687,0.0023655442564724373,0.04999999999999984,0.049999999999999975,0.001271533973709555,0.04999999999999995,835047.0134905513,37956.68243138869,0.00021114413292271702,0.004585419415329517,0.0006345126693281211,0.020129236448313638,0.003255241899908234,0.022794988205329804,103220.80474135127,4691.854760970513,13228.29444474777,601.2861111248985,0.0002908901960945276,0.0064178498257224095,0.0022727272727272735,0.049999999999999975,2018-02-01,MPV
349.5467124727647,29.259044898475977,136.22483306616633,5561.756845916644,17425.73413229778,146.2952244923799,681.1241653308316,0.0008165107739583318,0.0012341184763305776,0.03124999999999996,0.03124999999999998,0.0009182154189727209,0.03124999999999994,447029.910333739,20319.541378806316,0.00012289412469133294,0.0026879080600284207,0.0004415097292339555,0.012573004764475293,0.001981635788643203,0.01410148359913458,99398.77721227985,4518.126236921811,9581.665790628722,435.53026321039647,0.00013675946892861889,0.0031192085338616806,0.0014204545454545453,0.03125000000000001,2018-03-01,MPV
161.69163437307216,9.63034997054673,151.8359858736677,2905.355402477624,12427.618462725648,48.151749852733644,759.1799293683382,0.00036117337984851365,0.0013364050183600463,0.02187500000000004,0.021874999999999978,0.0005575765598962508,0.021874999999999985,283865.8230655933,12902.991957526969,6.264892774283428e-05,0.0013981048360381613,0.00026121545182601565,0.008781957053866661,0.001064074996951662,0.009489524874747047,67163.8996654629,3052.9045302483137,5738.766562317409,260.85302555988216,8.482494510947805e-05,0.0019262679219886236,0.0009943181818181821,0.021875000000000006,2018-04-01,MPV
449.87413408862267,118.86525951358828,256.38103914987636,5637.852844289479,24394.771303902944,3209.3620068668843,6922.2880570466605,0.00529809236687688,0.00275796817285849,0.009259259259259179,0.009259259259259318,0.004780821686409914,0.00925925925925914,649758.3606666999,29534.470939395447,0.00017374379075871133,0.0037905025349680346,0.0020158192683864154,0.0038082552454094133,0.004177358012496925,0.005981517373870114,178863.627752079,8130.164897821774,84464.60398563257,3839.300181165117,0.00019872704211162264,0.00436703172619227,0.0004208754208754212,0.009259259259259262,2018-01-01,Sedan
614.5561512875464,136.5343254864349,466.4589490694177,6550.281992250921,32586.03414192844,3686.426788133742,12594.391624874279,0.005251326842602683,0.0036788820940960414,0.009259259259259238,0.009259259259259259,0.0049432624342441315,0.009259259259259273,835047.0134905513,37956.68243138869,0.0001834900724994502,0.003976891529421865,0.0020869062034325593,0.003814366178135342,0.004357359379588208,0.006096767438864921,103220.80474135127,4691.854760970513,52331.53444871064,2378.706111305029,0.00021344440558479204,0.004637544316897402,0.0004208754208754214,0.009259259259259259,2018-02-01,Sedan
385.9614562453388,115.49345078983227,228.77460601919034,5561.756845916644,17425.73413229778,3118.3231713254713,6176.91436251814,0.003268645677668493,0.002125288099622853,0.00578703703703705,0.005787037037037028,0.003040823956956504,0.005787037037036989,447029.910333739,20319.541378806316,0.00013439133541771884,0.0028406414620530678,0.0012944727243500301,0.0023938888846486324,0.002896637325588581,0.004001861995262112,99398.77721227985,4518.126236921811,54973.909173533866,2498.814053342449,0.00014550748459828022,0.0031604522441140664,0.0002630471380471381,0.005787037037037035,2018-03-01,Sedan
266.7628042560782,59.996211722185734,147.56165288995697,2905.355402477624,12427.618462725648,1619.8977164990147,3984.164628028838,0.0022786570673207036,0.0013372831046277894,0.004050925925925933,0.004050925925925932,0.0020873471409370457,0.004050925925925918,283865.8230655933,12902.991957526969,0.00010241512142240163,0.0021370951993104925,0.0008935982728032518,0.0016799356825971518,0.0020906034162489944,0.002881705636638049,67163.8996654629,3052.9045302483137,37615.713435418926,1709.805156155406,0.00010314613592290895,0.0022436203949020893,0.00018413299663299677,0.004050925925925918,2018-04-01,Sedan
490.7653823589634,134.57480198568794,419.8396567167712,5637.852844289479,24394.771303902944,403.7244059570639,1259.5189701503136,0.005834759849425733,0.004896140324538188,0.08333333333333351,0.08333333333333313,0.0054923952366344835,0.08333333333333329,649758.3606666999,29534.470939395447,0.00018883052089763738,0.004105201806294742,0.0023049168214371507,0.03344675861086284,0.004609426815476367,0.035800251280997,178863.627752079,8130.164897821774,3161.6622307959306,143.7119195816332,6.698320526862903e-05,0.0014057780443257873,0.003787878787878788,0.08333333333333331,2018-01-01,Hatchback
611.8883653084047,151.0611228053141,169.6526079581218,6550.281992250921,32586.03414192844,453.18336841594237,508.9578238743653,0.0055511510815670975,0.001378121279462961,0.08333333333333344,0.08333333333333334,0.0047101814988662356,0.08333333333333329,835047.0134905513,37956.68243138869,0.0001843171752750009,0.0040479472130455565,0.0019901999081296815,0.03344437542016175,0.004261295992073336,0.03576930886635178,103220.80474135127,4691.854760970513,3330.953134112142,151.406960641461,0.00012225472292884144,0.002449160661160204,0.0037878787878787862,0.08333333333333331,2018-02-01,Hatchback
297.44168926459935,154.9465085594278,237.02043615486383,5561.756845916644,17425.73413229778,464.8395256782834,711.0613084645915,0.00416306962472316,0.0023310522068632203,0.052083333333333356,0.052083333333333356,0.0037707913689908083,0.05208333333333332,447029.910333739,20319.541378806316,0.00010477448518034547,0.0023403003986627903,0.0015686916255025845,0.0208960546628075,0.002892081806987599,0.022237277135415734,99398.77721227985,4518.126236921811,3209.288189383193,145.87673588105426,7.645686948042703e-05,0.001557921907539888,0.0023674242424242425,0.052083333333333356,2018-03-01,Hatchback
210.23530515732074,62.10845037686809,222.9241277137619,2905.355402477624,12427.618462725648,186.32535113060425,668.7723831412857,0.002240556260474664,0.0020740483851341743,0.036458333333333315,0.03645833333333326,0.0022235855292651063,0.03645833333333334,283865.8230655933,12902.991957526969,8.164365526946246e-05,0.0018671994175255388,0.0009361994243149141,0.014632477702982868,0.0019845577734041286,0.015707598800648023,67163.8996654629,3052.9045302483137,1993.3754816977012,90.60797644080459,4.920276312256328e-05,0.0009970641754257525,0.0016571969696969695,0.03645833333333333,2018-04-01,Hatchback
